,genes,logFC,,PValue,FDR,log10p,sig
5934,Migut.D01354.v2.0,0.376885966,5.616977038,0.536862014,0.763202336,0.270137323,FALSE
5877,Migut.D01297.v2.0,0.182027631,6.562314388,0.53687487,0.763202336,0.270126924,FALSE
8161,Migut.E00982.v2.0,0.103666468,4.124012549,0.536910289,0.763202336,0.270098273,FALSE
19227,Migut.K01055.v2.0,0.113581976,7.600368756,0.536936592,0.763202336,0.270076998,FALSE
18263,Migut.K00091.v2.0,-0.214930134,5.164716747,0.537177373,0.763297702,0.269882289,FALSE
14889,Migut.H02387.v2.0,-0.179793046,7.399200529,0.537189064,0.763297702,0.269872838,FALSE
16290,Migut.J00013.v2.0,-0.156825706,4.793343664,0.53730167,0.763297702,0.269781809,FALSE
5504,Migut.D00924.v2.0,0.126785133,4.354742095,0.537319849,0.763297702,0.269767116,FALSE
454,Migut.A00454.v2.0,0.185292345,5.44724388,0.537561613,0.763471557,0.269571752,FALSE
4346,Migut.C01178.v2.0,0.064026032,4.450579614,0.537600351,0.763471557,0.269540456,FALSE
26468,Migut.N02685.v2.0,0.275494436,4.054889751,0.537779941,0.763614306,0.269395401,FALSE
13732,Migut.H01230.v2.0,-0.114605679,4.898439336,0.538238806,0.764014475,0.269024994,FALSE
21212,Migut.L01523.v2.0,-0.105568849,7.719800771,0.538277923,0.764014475,0.268993432,FALSE
9685,Migut.F00677.v2.0,-0.19863112,5.155985555,0.538299108,0.764014475,0.26897634,FALSE
25366,Migut.N01583.v2.0,0.608850971,4.316645633,0.538429986,0.764018528,0.268870761,FALSE
21013,Migut.L01324.v2.0,-0.176844907,5.51302955,0.538460195,0.764018528,0.268846396,FALSE
19842,Migut.L00153.v2.0,0.250806442,4.772485586,0.538580466,0.764038649,0.268749402,FALSE
24316,Migut.N00533.v2.0,0.154573494,8.575313624,0.538632611,0.764038649,0.268707356,FALSE
21299,Migut.L01610.v2.0,0.184454876,4.03101675,0.538794537,0.764063586,0.268576816,FALSE
16556,Migut.J00279.v2.0,-0.174385229,5.277196877,0.538808431,0.764063586,0.268565617,FALSE
2529,Migut.B01284.v2.0,0.100616326,5.7761958,0.539013866,0.764242681,0.268400063,FALSE
8981,Migut.E01802.v2.0,0.088927551,6.473294891,0.539132632,0.764298859,0.268304381,FALSE
26834,Migut.N03051.v2.0,0.128147374,7.609640729,0.53948859,0.764564309,0.268017736,FALSE
16682,Migut.J00405.v2.0,-0.057703362,5.284184898,0.539541662,0.764564309,0.267975015,FALSE
21838,Migut.M00094.v2.0,-0.122012205,5.811801002,0.539580293,0.764564309,0.267943921,FALSE
12642,Migut.H00140.v2.0,0.432082472,4.898525292,0.539696093,0.764564309,0.267850726,FALSE
14556,Migut.H02054.v2.0,-0.199924376,4.655196738,0.539810246,0.764564309,0.267758877,FALSE
12310,Migut.G01160.v2.0,0.239420899,7.421063639,0.539812744,0.764564309,0.267756867,FALSE
17026,Migut.J00749.v2.0,-0.126592269,6.635593051,0.540025154,0.764564309,0.267586011,FALSE
9577,Migut.F00569.v2.0,-0.143350441,5.275535804,0.540101859,0.764564309,0.267524328,FALSE
1624,Migut.B00379.v2.0,0.201757703,4.660250583,0.540154497,0.764564309,0.267482004,FALSE
22553,Migut.M00809.v2.0,0.189897123,4.75090561,0.540241704,0.764564309,0.267411893,FALSE
23008,Migut.M01264.v2.0,-0.240868819,10.75882575,0.540297939,0.764564309,0.267366689,FALSE
13527,Migut.H01025.v2.0,0.142264346,6.031624398,0.540298781,0.764564309,0.267366012,FALSE
24325,Migut.N00542.v2.0,-0.185391535,8.529124922,0.540349116,0.764564309,0.267325555,FALSE
7676,Migut.E00497.v2.0,-0.326553461,5.141985967,0.54058747,0.764614686,0.267134025,FALSE
14037,Migut.H01535.v2.0,0.199024107,4.800444955,0.540663565,0.764614686,0.267072897,FALSE
26019,Migut.N02236.v2.0,0.118105244,7.690618034,0.540697159,0.764614686,0.267045912,FALSE
4422,Migut.C01254.v2.0,-0.228487151,6.60076365,0.540857128,0.764614686,0.266917443,FALSE
23327,Migut.M01583.v2.0,-0.294980417,10.20309579,0.540909367,0.764614686,0.266875498,FALSE
6471,Migut.D01891.v2.0,-0.126740298,4.86624113,0.540978079,0.764614686,0.266820333,FALSE
1483,Migut.B00238.v2.0,-0.079732235,4.724279408,0.540988185,0.764614686,0.266812219,FALSE
22366,Migut.M00622.v2.0,0.595143303,6.756406555,0.541018137,0.764614686,0.266788176,FALSE
9760,Migut.F00752.v2.0,-0.125282535,4.38401066,0.541151457,0.764691194,0.266681168,FALSE
6646,Migut.D02066.v2.0,0.125274628,4.334639048,0.541430987,0.764892237,0.266456892,FALSE
24078,Migut.N00295.v2.0,-0.159134754,6.070655725,0.541566925,0.764892237,0.266347867,FALSE
20915,Migut.L01226.v2.0,0.16227057,4.804810442,0.541605333,0.764892237,0.266317068,FALSE
18348,Migut.K00176.v2.0,0.163167816,4.773095037,0.541679439,0.764892237,0.266257649,FALSE
1668,Migut.B00423.v2.0,-0.12940828,5.770306195,0.54168976,0.764892237,0.266249374,FALSE
6216,Migut.D01636.v2.0,-0.184357922,4.118481583,0.541947302,0.76508922,0.266042941,FALSE
20461,Migut.L00772.v2.0,-0.140042024,8.85928011,0.541987714,0.76508922,0.266010558,FALSE
26242,Migut.N02459.v2.0,-0.331949205,3.990743019,0.542184718,0.765255455,0.265852727,FALSE
3031,Migut.B01786.v2.0,0.108922113,4.136395388,0.542342682,0.765295618,0.265726215,FALSE
750,Migut.A00750.v2.0,0.107112244,6.938170512,0.542371669,0.765295618,0.265703004,FALSE
16928,Migut.J00651.v2.0,0.141529243,7.635800423,0.542658941,0.7655891,0.265473037,FALSE
22627,Migut.M00883.v2.0,-0.252427571,4.940406476,0.542806713,0.765685719,0.26535479,FALSE
24311,Migut.N00528.v2.0,-0.116018025,5.927052543,0.543069807,0.765795017,0.265144342,FALSE
22681,Migut.M00937.v2.0,-0.292551478,9.583806698,0.543179921,0.765795017,0.265056293,FALSE
4803,Migut.D00223.v2.0,0.218566453,6.3304561,0.543244103,0.765795017,0.265004979,FALSE
20802,Migut.L01113.v2.0,0.140888537,4.033075112,0.543310984,0.765795017,0.264951515,FALSE
15816,Migut.I00755.v2.0,-0.175508374,4.363624503,0.543638111,0.765795017,0.264690105,FALSE
12528,Migut.H00026.v2.0,0.409800601,3.559382565,0.54365339,0.765795017,0.264677899,FALSE
1784,Migut.B00539.v2.0,0.151010672,6.964021219,0.543666406,0.765795017,0.264667502,FALSE
18046,Migut.J01769.v2.0,-0.236594665,6.0196316,0.543674123,0.765795017,0.264661337,FALSE
27743,Migut.O00584.v2.0,-0.144343841,4.220044109,0.543702645,0.765795017,0.264638554,FALSE
25108,Migut.N01325.v2.0,-0.306417246,6.368728791,0.543720643,0.765795017,0.264624178,FALSE
23974,Migut.N00191.v2.0,0.139181702,6.583667065,0.543809065,0.765795017,0.264553557,FALSE
27097,Migut.N03314.v2.0,0.187967117,6.096850066,0.543835791,0.765795017,0.264532214,FALSE
26461,Migut.N02678.v2.0,-0.098381251,5.874315182,0.544114683,0.766076031,0.264309554,FALSE
18031,Migut.J01754.v2.0,-0.248661433,5.98671176,0.544324097,0.766258873,0.264142439,FALSE
16999,Migut.J00722.v2.0,0.119751666,4.958182051,0.544403244,0.766258873,0.264079296,FALSE
24189,Migut.N00406.v2.0,-0.142239437,5.025446854,0.544768253,0.766600052,0.26378821,FALSE
5175,Migut.D00595.v2.0,0.189093096,4.090229218,0.544833743,0.766600052,0.263736003,FALSE
13974,Migut.H01472.v2.0,0.646665827,5.455968577,0.544993439,0.766600052,0.263608726,FALSE
157,Migut.A00157.v2.0,-0.426399112,6.668527337,0.545092062,0.766600052,0.263530142,FALSE
5515,Migut.D00935.v2.0,-0.113591606,8.072465324,0.545118479,0.766600052,0.263509096,FALSE
25389,Migut.N01606.v2.0,-0.108852555,8.433088493,0.545185797,0.766600052,0.263455467,FALSE
9942,Migut.F00934.v2.0,0.290780784,4.524869824,0.545201321,0.766600052,0.263443101,FALSE
9287,Migut.F00279.v2.0,0.124705,5.146567054,0.545428906,0.766808407,0.263261849,FALSE
11593,Migut.G00443.v2.0,-0.058338704,5.121963622,0.545525943,0.766833192,0.263184592,FALSE
9971,Migut.F00963.v2.0,0.113108713,7.122338619,0.545746379,0.766914905,0.263009138,FALSE
10383,Migut.F01375.v2.0,0.173635544,5.465597899,0.545827863,0.766914905,0.262944298,FALSE
1419,Migut.B00174.v2.0,0.235657723,4.960693174,0.545853811,0.766914905,0.262923653,FALSE
10212,Migut.F01204.v2.0,-0.14375144,5.974010894,0.545910258,0.766914905,0.262878745,FALSE
21268,Migut.L01579.v2.0,0.150047478,5.262363513,0.545981151,0.766914905,0.26282235,FALSE
4290,Migut.C01122.v2.0,0.252723071,5.439162935,0.546204018,0.766952196,0.26264511,FALSE
22243,Migut.M00499.v2.0,0.180315688,5.379602505,0.546350291,0.766952196,0.262528821,FALSE
15920,Migut.I00859.v2.0,-0.092589702,5.973413746,0.546517762,0.766952196,0.262395719,FALSE
2366,Migut.B01121.v2.0,-0.208899911,4.740762767,0.546569016,0.766952196,0.262354991,FALSE
1249,Migut.B00004.v2.0,0.105162161,6.831161393,0.546659871,0.766952196,0.262282805,FALSE
15062,Migut.I00001.v2.0,0.119343492,7.414640613,0.546660851,0.766952196,0.262282027,FALSE
27990,Migut.O00831.v2.0,-0.168756018,4.295474888,0.546724625,0.766952196,0.262231364,FALSE
4554,Migut.C01386.v2.0,-0.097552646,5.207630606,0.546782029,0.766952196,0.262185768,FALSE
20135,Migut.L00446.v2.0,-0.154685598,5.272920716,0.546929362,0.766952196,0.262068761,FALSE
5898,Migut.D01318.v2.0,0.144692064,5.667645183,0.547142783,0.766952196,0.261899325,FALSE
7036,Migut.D02456.v2.0,0.188984165,5.405256959,0.547203308,0.766952196,0.261851286,FALSE
4840,Migut.D00260.v2.0,0.177660098,4.928860412,0.547213344,0.766952196,0.261843321,FALSE
5881,Migut.D01301.v2.0,0.115377883,5.155782002,0.54721404,0.766952196,0.261842769,FALSE
11953,Migut.G00803.v2.0,0.318789775,4.098119492,0.547270897,0.766952196,0.261797646,FALSE
1052,Migut.A01052.v2.0,-0.149618925,7.672415895,0.54744493,0.766952196,0.261659562,FALSE
1429,Migut.B00184.v2.0,0.153645382,5.36827551,0.547452647,0.766952196,0.26165344,FALSE
23762,Migut.M02018.v2.0,0.217567354,5.361404708,0.54747314,0.766952196,0.261637183,FALSE
27384,Migut.O00225.v2.0,0.20162551,5.708430817,0.547484309,0.766952196,0.261628323,FALSE
13740,Migut.H01238.v2.0,-0.120168578,4.036529774,0.547516665,0.766952196,0.261602657,FALSE
10874,Migut.F01866.v2.0,0.137974459,7.855960883,0.547676947,0.767065449,0.26147554,FALSE
5644,Migut.D01064.v2.0,-0.099547299,6.20381837,0.547992456,0.76731467,0.26122542,FALSE
27016,Migut.N03233.v2.0,-0.113380812,4.828506099,0.548013802,0.76731467,0.261208504,FALSE
17283,Migut.J01006.v2.0,-0.218866466,5.871491611,0.548203609,0.767407419,0.26105811,FALSE
2934,Migut.B01689.v2.0,0.156605403,4.692239147,0.548251364,0.767407419,0.261020279,FALSE
16727,Migut.J00450.v2.0,-0.371084834,3.685947877,0.548349427,0.767407419,0.260942606,FALSE
11206,Migut.G00056.v2.0,0.142976826,7.64267368,0.548397908,0.767407419,0.26090421,FALSE
24145,Migut.N00362.v2.0,0.213759988,4.74053773,0.548732552,0.767659901,0.260639276,FALSE
26452,Migut.N02669.v2.0,-0.202464809,4.593011583,0.548921377,0.767659901,0.260489856,FALSE
4230,Migut.C01062.v2.0,0.112479152,8.509178311,0.548982057,0.767659901,0.26044185,FALSE
1515,Migut.B00270.v2.0,0.118140933,5.656864302,0.549009599,0.767659901,0.260420062,FALSE
19731,Migut.L00042.v2.0,0.139645904,5.928575772,0.549134795,0.767659901,0.260321037,FALSE
1099,Migut.A01099.v2.0,-0.176108529,5.667758299,0.549174644,0.767659901,0.260289523,FALSE
22916,Migut.M01172.v2.0,-0.288799063,7.439920902,0.549211835,0.767659901,0.260260113,FALSE
24770,Migut.N00987.v2.0,0.154228302,4.335088232,0.549214275,0.767659901,0.260258183,FALSE
9222,Migut.F00214.v2.0,0.106472676,4.077461979,0.549503181,0.767853361,0.260029789,FALSE
10550,Migut.F01542.v2.0,-0.159680388,5.389841218,0.549578421,0.767853361,0.259970328,FALSE
21320,Migut.L01631.v2.0,-0.113602825,5.783429429,0.549661291,0.767853361,0.259904846,FALSE
4652,Migut.D00072.v2.0,0.101419489,5.895180556,0.549761873,0.767853361,0.259825383,FALSE
14076,Migut.H01574.v2.0,0.217194644,8.749066356,0.549781259,0.767853361,0.259810068,FALSE
24025,Migut.N00242.v2.0,-0.147494431,5.636396272,0.54982976,0.767853361,0.259771757,FALSE
7543,Migut.E00364.v2.0,-0.298367125,5.740224867,0.549979162,0.767950949,0.259653765,FALSE
16058,Migut.I00997.v2.0,-0.158321948,5.665911506,0.550259552,0.768231385,0.25943241,FALSE
7369,Migut.E00190.v2.0,-0.271807143,5.514647485,0.550648167,0.768662814,0.259125802,FALSE
5166,Migut.D00586.v2.0,-0.149009208,9.137906185,0.550909054,0.768915846,0.25892009,FALSE
9571,Migut.F00563.v2.0,-0.113698636,5.125191885,0.551243669,0.769071635,0.258656385,FALSE
10846,Migut.F01838.v2.0,0.13709278,4.877278006,0.551248451,0.769071635,0.258652618,FALSE
4812,Migut.D00232.v2.0,0.222416273,4.185229563,0.551360071,0.769071635,0.258564689,FALSE
18432,Migut.K00260.v2.0,0.189549111,5.553978336,0.551417405,0.769071635,0.25851953,FALSE
5016,Migut.D00436.v2.0,-0.186024836,4.679488586,0.551418867,0.769071635,0.258518378,FALSE
24604,Migut.N00821.v2.0,0.129280658,7.37933492,0.551555046,0.769150481,0.258411138,FALSE
10436,Migut.F01428.v2.0,-0.149292159,5.07871109,0.55173251,0.769286869,0.258271425,FALSE
23063,Migut.M01319.v2.0,-0.165012138,10.35753399,0.552620664,0.770303827,0.257572879,FALSE
13658,Migut.H01156.v2.0,0.090538932,5.60468812,0.552621406,0.770303827,0.257572297,FALSE
24514,Migut.N00731.v2.0,-0.183275242,5.220229656,0.552787802,0.770404413,0.257441549,FALSE
28065,Migut.O00906.v2.0,0.292200929,3.94599728,0.552884672,0.770404413,0.25736545,FALSE
1125,Migut.A01125.v2.0,-0.1132192,6.613385922,0.552932897,0.770404413,0.257327571,FALSE
1361,Migut.B00116.v2.0,0.158753847,6.273939319,0.553260658,0.770674039,0.257070211,FALSE
3655,Migut.C00487.v2.0,-0.170114651,4.337527609,0.553286022,0.770674039,0.257050302,FALSE
17159,Migut.J00882.v2.0,0.155033377,7.879806802,0.553550912,0.770931809,0.256842429,FALSE
17667,Migut.J01390.v2.0,-0.121733578,5.517364388,0.553749307,0.771088008,0.256686804,FALSE
13370,Migut.H00868.v2.0,0.126534772,5.481572106,0.553822763,0.771088008,0.256629198,FALSE
18599,Migut.K00427.v2.0,-0.192532992,5.159110773,0.554060735,0.771229251,0.256442626,FALSE
20671,Migut.L00982.v2.0,0.126101711,4.118144056,0.554103563,0.771229251,0.256409057,FALSE
277,Migut.A00277.v2.0,-0.111666435,4.705937601,0.554163796,0.771229251,0.256361851,FALSE
8263,Migut.E01084.v2.0,0.129641806,5.671501096,0.554311179,0.771301282,0.256246363,FALSE
26448,Migut.N02665.v2.0,0.093347014,8.233155806,0.554375293,0.771301282,0.256196134,FALSE
4940,Migut.D00360.v2.0,-0.121104381,5.001660297,0.554491102,0.771351278,0.256105419,FALSE
24782,Migut.N00999.v2.0,0.156580958,4.445697538,0.554883775,0.771691755,0.255797974,FALSE
15865,Migut.I00804.v2.0,0.290255166,5.869965983,0.554895677,0.771691755,0.255788659,FALSE
9245,Migut.F00237.v2.0,-0.103996236,8.21967264,0.555040014,0.771744411,0.255675706,FALSE
14992,Migut.H02490.v2.0,0.124969951,5.801768116,0.555108937,0.771744411,0.255621781,FALSE
27431,Migut.O00272.v2.0,-0.580447473,3.195192971,0.555173286,0.771744411,0.255571439,FALSE
7021,Migut.D02441.v2.0,0.119064024,6.627028526,0.555321727,0.771839655,0.255455334,FALSE
27023,Migut.N03240.v2.0,0.123498479,6.7919704,0.555415531,0.771858942,0.25538198,FALSE
5459,Migut.D00879.v2.0,0.138002906,8.162388349,0.555717471,0.772167426,0.25514595,FALSE
6141,Migut.D01561.v2.0,-0.1270124,5.792779605,0.555961749,0.772286188,0.254955087,FALSE
15995,Migut.I00934.v2.0,0.182971262,7.964324846,0.556004125,0.772286188,0.254921986,FALSE
1411,Migut.B00166.v2.0,0.172970932,8.242046269,0.556042857,0.772286188,0.254891734,FALSE
4933,Migut.D00353.v2.0,0.113846393,6.039993829,0.556136365,0.772299451,0.254818706,FALSE
20244,Migut.L00555.v2.0,-0.126569908,7.666553803,0.556212352,0.772299451,0.254759371,FALSE
14953,Migut.H02451.v2.0,0.176163504,5.315164528,0.556598689,0.772646211,0.254457821,FALSE
10696,Migut.F01688.v2.0,0.186959447,5.338846608,0.556667285,0.772646211,0.254404301,FALSE
19162,Migut.K00990.v2.0,-0.186554252,5.12267261,0.556702116,0.772646211,0.254377128,FALSE
21416,Migut.L01727.v2.0,-0.224522903,8.678428977,0.557047653,0.772976449,0.254107651,FALSE
14591,Migut.H02089.v2.0,-0.14260159,4.887223462,0.557111124,0.772976449,0.25405817,FALSE
16373,Migut.J00096.v2.0,0.11975639,7.715342251,0.557243015,0.772976449,0.253955367,FALSE
584,Migut.A00584.v2.0,-0.146779481,4.913103837,0.55726023,0.772976449,0.25394195,FALSE
11239,Migut.G00089.v2.0,-0.093089153,6.089317266,0.557342151,0.772979054,0.253878111,FALSE
10005,Migut.F00997.v2.0,-0.110650255,6.464708545,0.557576097,0.773192471,0.253695853,FALSE
16131,Migut.I01070.v2.0,-0.106417096,5.139709324,0.557864309,0.773481067,0.253471423,FALSE
19745,Migut.L00056.v2.0,-0.17308255,5.015487939,0.557946675,0.773484214,0.253407306,FALSE
17490,Migut.J01213.v2.0,-0.771682787,5.171690608,0.558056935,0.773489131,0.25332149,FALSE
6653,Migut.D02073.v2.0,0.362742668,4.294299081,0.558110414,0.773489131,0.253279874,FALSE
26020,Migut.N02237.v2.0,0.109131289,4.904007712,0.558280775,0.773614211,0.253147328,FALSE
21891,Migut.M00147.v2.0,-0.138977073,6.33272062,0.558502005,0.773809737,0.252975263,FALSE
11404,Migut.G00254.v2.0,0.460553964,4.832012911,0.558812189,0.774128433,0.25273413,FALSE
907,Migut.A00907.v2.0,0.133276666,4.386833356,0.558988937,0.774225643,0.252596787,FALSE
6248,Migut.D01668.v2.0,0.121470683,4.228204432,0.559042706,0.774225643,0.252555015,FALSE
8038,Migut.E00859.v2.0,0.336267424,4.12251332,0.559228783,0.774340218,0.252410484,FALSE
19615,Migut.K01443.v2.0,0.178460683,5.691782982,0.559285805,0.774340218,0.252366203,FALSE
18693,Migut.K00521.v2.0,-0.09417392,4.589076016,0.559517552,0.774550029,0.252186285,FALSE
16638,Migut.J00361.v2.0,0.116141422,5.905393127,0.559648229,0.774560654,0.252084866,FALSE
11003,Migut.F01995.v2.0,-0.191128487,6.457903583,0.559685642,0.774560654,0.252055834,FALSE
25068,Migut.N01285.v2.0,0.120785715,4.678016714,0.559974197,0.774848949,0.251831985,FALSE
11060,Migut.F02052.v2.0,0.165143242,5.866851352,0.560167877,0.775003672,0.251681799,FALSE
813,Migut.A00813.v2.0,-0.240299795,5.94095612,0.560246519,0.775003672,0.251620833,FALSE
16692,Migut.J00415.v2.0,-0.137552961,7.838567137,0.560373456,0.775068242,0.251522445,FALSE
11092,Migut.F02084.v2.0,-0.1287048,5.280292175,0.560458925,0.775075446,0.251456211,FALSE
10287,Migut.F01279.v2.0,0.101553675,4.883808072,0.560957817,0.775503499,0.251069796,FALSE
17509,Migut.J01232.v2.0,0.096494475,7.289141305,0.561003498,0.775503499,0.251034431,FALSE
23343,Migut.M01599.v2.0,0.161129095,5.159665638,0.561009366,0.775503499,0.251029888,FALSE
18793,Migut.K00621.v2.0,0.141706156,6.029695369,0.561147393,0.775583279,0.250923051,FALSE
11,Migut.A00011.v2.0,0.180729832,6.682253757,0.561265494,0.775628603,0.250831657,FALSE
6813,Migut.D02233.v2.0,-0.189099723,4.53353358,0.561382411,0.775628603,0.250741198,FALSE
4249,Migut.C01081.v2.0,0.334216867,4.173910202,0.561421138,0.775628603,0.25071124,FALSE
18965,Migut.K00793.v2.0,-0.127661394,7.055615009,0.561535042,0.775674997,0.250623137,FALSE
17754,Migut.J01477.v2.0,0.194035037,4.613335482,0.561784359,0.775908403,0.250430356,FALSE
13082,Migut.H00580.v2.0,0.175351565,4.707078397,0.561874128,0.775918652,0.250360965,FALSE
14010,Migut.H01508.v2.0,0.119539822,6.363603051,0.562117079,0.775918652,0.250173219,FALSE
16418,Migut.J00141.v2.0,-0.122245528,7.762228002,0.562224259,0.775918652,0.250090419,FALSE
8590,Migut.E01411.v2.0,0.142541197,6.298459186,0.562239263,0.775918652,0.25007883,FALSE
4780,Migut.D00200.v2.0,-0.092861146,6.74801705,0.562302874,0.775918652,0.250029697,FALSE
22234,Migut.M00490.v2.0,-0.131440545,5.218015702,0.562403711,0.775918652,0.249951822,FALSE
16780,Migut.J00503.v2.0,0.175635319,7.852784223,0.562423718,0.775918652,0.249936373,FALSE
9321,Migut.F00313.v2.0,-0.148014294,6.802004301,0.562491014,0.775918652,0.249884411,FALSE
13758,Migut.H01256.v2.0,-0.148412192,4.419803573,0.562538374,0.775918652,0.249847847,FALSE
27159,Migut.N03376.v2.0,-0.236399077,5.215892473,0.562595257,0.775918652,0.249803933,FALSE
13113,Migut.H00611.v2.0,-0.141856515,4.685812665,0.562748417,0.775942557,0.249685718,FALSE
10161,Migut.F01153.v2.0,0.147949793,4.567914885,0.562826307,0.775942557,0.249625611,FALSE
4729,Migut.D00149.v2.0,0.153664383,8.552017605,0.562853641,0.775942557,0.24960452,FALSE
23816,Migut.N00033.v2.0,0.150554139,7.469862244,0.563161392,0.776179605,0.249367126,FALSE
26667,Migut.N02884.v2.0,-0.169282598,5.916662952,0.563250865,0.776179605,0.249298133,FALSE
19654,Migut.K01482.v2.0,0.139406523,7.147021291,0.563266716,0.776179605,0.249285911,FALSE
27148,Migut.N03365.v2.0,-0.185195953,4.413586794,0.56341221,0.776269327,0.249173745,FALSE
17859,Migut.J01582.v2.0,0.159843745,6.441093357,0.563740801,0.776520453,0.248920532,FALSE
3489,Migut.C00321.v2.0,0.245511391,4.010116575,0.56381679,0.776520453,0.248861995,FALSE
12308,Migut.G01158.v2.0,0.090512416,4.984662688,0.563835706,0.776520453,0.248847425,FALSE
9111,Migut.F00103.v2.0,-0.154345021,4.493147305,0.564008659,0.776647885,0.248714229,FALSE
17368,Migut.J01091.v2.0,-0.200149941,4.378282584,0.564192006,0.776789592,0.248573072,FALSE
19053,Migut.K00881.v2.0,0.11636337,5.046807786,0.564363443,0.776914864,0.248441125,FALSE
8681,Migut.E01502.v2.0,0.12053541,5.898760264,0.564591256,0.777019616,0.248265852,FALSE
3067,Migut.B01822.v2.0,0.169612686,6.790847794,0.56460046,0.777019616,0.248258772,FALSE
14606,Migut.H02104.v2.0,-0.158089067,4.976067773,0.565144863,0.777658014,0.247840215,FALSE
20871,Migut.L01182.v2.0,0.152304138,4.450984092,0.565321618,0.777790406,0.247704407,FALSE
787,Migut.A00787.v2.0,-0.193655939,5.391812256,0.565482515,0.777900947,0.247580819,FALSE
2897,Migut.B01652.v2.0,-0.459491115,3.849880381,0.565769922,0.778107848,0.247360145,FALSE
9777,Migut.F00769.v2.0,0.182468491,5.466875553,0.565794067,0.778107848,0.247341611,FALSE
17711,Migut.J01434.v2.0,-0.222882538,5.298363301,0.565955108,0.778218494,0.247218016,FALSE
17041,Migut.J00764.v2.0,0.20424371,3.975326983,0.566056661,0.778246392,0.247140095,FALSE
10170,Migut.F01162.v2.0,-0.188360409,8.273373176,0.566192552,0.778246392,0.247035848,FALSE
768,Migut.A00768.v2.0,0.117443748,8.784896713,0.566217164,0.778246392,0.24701697,FALSE
16265,Migut.I01204.v2.0,0.226901599,4.33829026,0.566349367,0.778317324,0.246915581,FALSE
21398,Migut.L01709.v2.0,0.310755686,4.998314407,0.566475337,0.778379672,0.246818993,FALSE
15318,Migut.I00257.v2.0,-0.180982142,5.077866702,0.566606009,0.77844846,0.246718824,FALSE
8357,Migut.E01178.v2.0,0.489516285,6.936737228,0.567012079,0.77889554,0.24640769,FALSE
25811,Migut.N02028.v2.0,-0.280135836,6.515369424,0.567109983,0.778895876,0.246332707,FALSE
16432,Migut.J00155.v2.0,-0.119134288,5.939931976,0.567205347,0.778895876,0.246259684,FALSE
23251,Migut.M01507.v2.0,0.112703333,5.192541061,0.567274995,0.778895876,0.246206359,FALSE
18725,Migut.K00553.v2.0,-0.360344457,5.793666707,0.567334948,0.778895876,0.246160463,FALSE
10119,Migut.F01111.v2.0,-0.117644468,4.107664587,0.567557762,0.779067855,0.245989933,FALSE
18618,Migut.K00446.v2.0,0.066538704,5.373161694,0.567643598,0.779067855,0.245924256,FALSE
13037,Migut.H00535.v2.0,-0.161606045,6.077238609,0.567702236,0.779067855,0.245879395,FALSE
5476,Migut.D00896.v2.0,-0.142368035,5.546625574,0.568129206,0.779543016,0.245552884,FALSE
9939,Migut.F00931.v2.0,-0.118424965,5.829231765,0.568344948,0.779728251,0.245387996,FALSE
3647,Migut.C00479.v2.0,-0.133963063,5.32869435,0.568563812,0.779917718,0.245220786,FALSE
5790,Migut.D01210.v2.0,0.137945995,6.071458396,0.568923189,0.780176587,0.244946364,FALSE
1995,Migut.B00750.v2.0,0.106196043,4.567153346,0.56893234,0.780176587,0.244939379,FALSE
4834,Migut.D00254.v2.0,0.185472179,5.930821731,0.568994895,0.780176587,0.24489163,FALSE
27103,Migut.N03320.v2.0,0.131515603,4.944852696,0.569156739,0.780185838,0.244768117,FALSE
22979,Migut.M01235.v2.0,0.231325886,4.523071196,0.569163222,0.780185838,0.244763171,FALSE
14980,Migut.H02478.v2.0,-0.15795665,6.511124024,0.569451395,0.780470071,0.244543339,FALSE
11029,Migut.F02021.v2.0,-0.094686908,6.974642496,0.569840976,0.780893189,0.244246325,FALSE
15874,Migut.I00813.v2.0,-0.104764616,7.108245901,0.570428989,0.781492023,0.243798412,FALSE
21843,Migut.M00099.v2.0,0.269791891,4.289071869,0.570473625,0.781492023,0.24376443,FALSE
25241,Migut.N01458.v2.0,-0.102901559,4.809171028,0.570634101,0.781492023,0.243642279,FALSE
14440,Migut.H01938.v2.0,-0.141409647,4.838420773,0.570690688,0.781492023,0.243599214,FALSE
17954,Migut.J01677.v2.0,0.204860533,4.908056788,0.570749104,0.781492023,0.243554762,FALSE
10,Migut.A00010.v2.0,0.14307484,4.922552965,0.570793828,0.781492023,0.243520732,FALSE
20778,Migut.L01089.v2.0,-0.192474513,6.142470865,0.570928497,0.781492023,0.243418279,FALSE
7998,Migut.E00819.v2.0,0.080682879,5.591979932,0.570967339,0.781492023,0.243388734,FALSE
19528,Migut.K01356.v2.0,0.182702843,6.997157148,0.571006287,0.781492023,0.24335911,FALSE
2490,Migut.B01245.v2.0,0.162271616,7.353866625,0.5712206,0.781524773,0.243196139,FALSE
22973,Migut.M01229.v2.0,-0.093284381,5.439103161,0.571346137,0.781524773,0.243100705,FALSE
22257,Migut.M00513.v2.0,-0.122656614,5.857437693,0.571394287,0.781524773,0.243064106,FALSE
23040,Migut.M01296.v2.0,0.16788749,4.276337157,0.571451786,0.781524773,0.243020405,FALSE
25450,Migut.N01667.v2.0,-0.149652461,4.250042175,0.571586539,0.781524773,0.242918007,FALSE
