,genes,logFC,,PValue,FDR,log10p,sig
26506,Migut.N02723.v2.0,-0.989866603,5.17319743,0.014406572,0.090516766,1.841439336,FALSE
15051,Migut.H02549.v2.0,-0.855834044,3.902222664,0.014434421,0.090632773,1.840600626,FALSE
14254,Migut.H01752.v2.0,0.710227362,7.77288368,0.014461703,0.090745075,1.839780548,FALSE
5802,Migut.D01222.v2.0,-0.408616555,4.831259429,0.01447883,0.090793543,1.839266545,FALSE
23169,Migut.M01425.v2.0,0.53337154,5.731382206,0.0145233,0.09101331,1.837934682,FALSE
21747,Migut.M00003.v2.0,-0.464131109,6.608238102,0.014542808,0.091076459,1.837351723,FALSE
20128,Migut.L00439.v2.0,-0.427712772,5.195395099,0.014617855,0.091436581,1.83511636,FALSE
25554,Migut.N01771.v2.0,-0.874011423,4.370460787,0.014619248,0.091436581,1.835074955,FALSE
7885,Migut.E00706.v2.0,-0.790985732,6.149132641,0.014649267,0.091565033,1.834184092,FALSE
5272,Migut.D00692.v2.0,-1.262005008,4.490285774,0.014669776,0.091633914,1.833576503,FALSE
2208,Migut.B00963.v2.0,0.684503266,7.143056515,0.014713376,0.091846847,1.832287664,FALSE
22318,Migut.M00574.v2.0,-0.680915183,4.102720301,0.014737607,0.091938676,1.831573029,FALSE
5498,Migut.D00918.v2.0,-0.843962486,6.598940564,0.014849201,0.09257504,1.828296906,FALSE
6828,Migut.D02248.v2.0,0.802148858,4.407845953,0.014889889,0.092732549,1.827108532,FALSE
1346,Migut.B00101.v2.0,0.796535458,6.686574556,0.014893671,0.092732549,1.826998234,FALSE
24942,Migut.N01159.v2.0,1.870884722,5.118586088,0.014908176,0.092760354,1.826575475,FALSE
7303,Migut.E00124.v2.0,0.618749117,5.066282382,0.014917348,0.092760354,1.826308376,FALSE
11211,Migut.G00061.v2.0,0.601441716,5.112837001,0.01497305,0.093046809,1.824689734,FALSE
17013,Migut.J00736.v2.0,-1.000260839,5.298949161,0.015004348,0.093181342,1.823782878,FALSE
3754,Migut.C00586.v2.0,1.226347401,6.814297205,0.015023647,0.093241231,1.823224638,FALSE
492,Migut.A00492.v2.0,0.931582885,5.853429348,0.015133429,0.093852409,1.820062664,FALSE
27931,Migut.O00772.v2.0,0.910400098,4.531954293,0.01514445,0.093852409,1.819746485,FALSE
3033,Migut.B01788.v2.0,0.808266699,5.268983109,0.015151279,0.093852409,1.819550693,FALSE
3657,Migut.C00489.v2.0,0.41583182,6.303843461,0.015182322,0.093920977,1.818661809,FALSE
12972,Migut.H00470.v2.0,-0.454597029,5.670004742,0.015184076,0.093920977,1.818611642,FALSE
7243,Migut.E00064.v2.0,0.655905994,5.500203582,0.015191526,0.093920977,1.8183986,FALSE
25793,Migut.N02010.v2.0,-0.887859755,4.938515192,0.015250253,0.094185686,1.816722946,FALSE
11312,Migut.G00162.v2.0,0.534374395,6.061377296,0.015253848,0.094185686,1.816620575,FALSE
9940,Migut.F00932.v2.0,0.589803263,6.320022399,0.01534538,0.094690311,1.814022345,FALSE
7434,Migut.E00255.v2.0,-0.557314807,6.489909246,0.015358465,0.094710535,1.813652186,FALSE
9937,Migut.F00929.v2.0,-0.579338869,4.207651554,0.015410609,0.094971443,1.812180199,FALSE
15956,Migut.I00895.v2.0,0.464071249,5.837278434,0.015427114,0.095012528,1.811715299,FALSE
21820,Migut.M00076.v2.0,0.484520104,4.681633236,0.015445059,0.095055872,1.811210428,FALSE
6784,Migut.D02204.v2.0,0.954832242,5.035491742,0.015453839,0.095055872,1.810963628,FALSE
27322,Migut.O00163.v2.0,1.198371926,6.874074828,0.015502872,0.09528228,1.809587847,FALSE
273,Migut.A00273.v2.0,-0.665733247,6.240084829,0.01551038,0.09528228,1.809377549,FALSE
14060,Migut.H01558.v2.0,-0.751719225,4.236663113,0.015560058,0.095526685,1.807988801,FALSE
11124,Migut.F02116.v2.0,0.650786482,4.119591361,0.015606014,0.095747955,1.806707995,FALSE
12791,Migut.H00289.v2.0,0.524315411,12.86976987,0.015621299,0.095780877,1.806282863,FALSE
16170,Migut.I01109.v2.0,0.563397681,4.104582364,0.015666906,0.095973563,1.805016759,FALSE
11016,Migut.F02008.v2.0,-0.921461353,6.914168455,0.015672601,0.095973563,1.804858918,FALSE
20906,Migut.L01217.v2.0,-0.637469222,9.070999364,0.01568476,0.095987151,1.804522129,FALSE
3034,Migut.B01789.v2.0,0.558026897,6.596816155,0.015736076,0.096237028,1.803103562,FALSE
1861,Migut.B00616.v2.0,0.571944664,5.922348533,0.015748389,0.096237028,1.802763875,FALSE
16869,Migut.J00592.v2.0,-0.574019188,6.022221157,0.015756483,0.096237028,1.802540712,FALSE
2,Migut.A00002.v2.0,0.705188342,4.385200998,0.015765453,0.096237028,1.802293549,FALSE
11955,Migut.G00805.v2.0,1.574268928,5.13313712,0.01578331,0.09628517,1.801801917,FALSE
24068,Migut.N00285.v2.0,-0.437459026,8.902800423,0.015803094,0.096344998,1.801257881,FALSE
8819,Migut.E01640.v2.0,1.281217191,6.101651438,0.015874608,0.096719932,1.799296982,FALSE
10798,Migut.F01790.v2.0,-0.689555215,4.865481523,0.015886484,0.096731261,1.798972198,FALSE
23951,Migut.N00168.v2.0,-0.441280425,4.692047996,0.015901398,0.096761056,1.798564704,FALSE
17058,Migut.J00781.v2.0,0.576756553,8.324614524,0.0159215,0.096822372,1.798016013,FALSE
13186,Migut.H00684.v2.0,-0.644380848,7.26552427,0.015957938,0.096982888,1.797023223,FALSE
18737,Migut.K00565.v2.0,-0.859793957,5.610683229,0.01598071,0.097060202,1.796403917,FALSE
3933,Migut.C00765.v2.0,0.376975615,6.438562647,0.016023296,0.097257679,1.795248149,FALSE
4837,Migut.D00257.v2.0,0.798729736,4.811417896,0.016048512,0.097325578,1.794565221,FALSE
16817,Migut.J00540.v2.0,-0.504171257,6.336605759,0.016054639,0.097325578,1.794399462,FALSE
8472,Migut.E01293.v2.0,-0.527422633,4.471076028,0.016109055,0.097520621,1.792929928,FALSE
28078,Migut.O00919.v2.0,-0.834178513,5.702754223,0.016115151,0.097520621,1.792765609,FALSE
26604,Migut.N02821.v2.0,1.076604868,4.496624586,0.016122894,0.097520621,1.792557003,FALSE
24663,Migut.N00880.v2.0,1.55285095,3.988009867,0.016127206,0.097520621,1.792440859,FALSE
5959,Migut.D01379.v2.0,2.985513897,12.57069884,0.016160059,0.09765813,1.791557054,FALSE
2852,Migut.B01607.v2.0,-0.91166224,4.615003039,0.016172097,0.097669758,1.791233658,FALSE
14677,Migut.H02175.v2.0,-0.867436185,4.134608279,0.016241971,0.097917832,1.789361272,FALSE
18319,Migut.K00147.v2.0,-0.645282325,4.825276415,0.016245315,0.097917832,1.789271871,FALSE
16774,Migut.J00497.v2.0,-1.75370607,3.717478809,0.016246711,0.097917832,1.789234543,FALSE
27357,Migut.O00198.v2.0,1.736497755,5.023058312,0.016253731,0.097917832,1.789046921,FALSE
155,Migut.A00155.v2.0,0.665969011,11.16129197,0.016290916,0.098080657,1.788054499,FALSE
10862,Migut.F01854.v2.0,0.723340555,5.235063999,0.016318699,0.098165415,1.787314465,FALSE
25145,Migut.N01362.v2.0,0.528761512,7.608767957,0.016325324,0.098165415,1.787138182,FALSE
18687,Migut.K00515.v2.0,0.441854889,5.434419996,0.016449832,0.098852536,1.783838539,FALSE
11924,Migut.G00774.v2.0,-0.488941372,8.455168937,0.016494699,0.099060514,1.78265561,FALSE
16310,Migut.J00033.v2.0,0.627359547,6.499061797,0.016531437,0.099219447,1.781689384,FALSE
2246,Migut.B01001.v2.0,2.55810148,7.197822076,0.01655892,0.099322663,1.780967999,FALSE
23016,Migut.M01272.v2.0,2.313683125,5.590303503,0.016573638,0.099325147,1.780582139,FALSE
12521,Migut.H00019.v2.0,2.447446492,4.412901233,0.016579904,0.099325147,1.780417977,FALSE
23941,Migut.N00158.v2.0,0.937647551,4.470170838,0.016597896,0.099371284,1.779946963,FALSE
22247,Migut.M00503.v2.0,0.762372013,5.09256338,0.016708196,0.09996967,1.777070443,FALSE
8080,Migut.E00901.v2.0,-0.680226325,4.868024476,0.016742471,0.100112722,1.776180433,FALSE
10759,Migut.F01751.v2.0,-1.187149687,4.359593944,0.016759606,0.100153167,1.77573619,FALSE
2582,Migut.B01337.v2.0,-0.645443047,6.286529011,0.016797151,0.100315456,1.774764362,FALSE
10418,Migut.F01410.v2.0,-0.511613723,6.604849728,0.016862986,0.100588327,1.773065531,FALSE
23935,Migut.N00152.v2.0,-0.603707663,5.049070636,0.016863674,0.100588327,1.773047797,FALSE
15942,Migut.I00881.v2.0,-0.660376987,4.334597262,0.016896294,0.100720686,1.772208541,FALSE
8009,Migut.E00830.v2.0,0.491320314,5.076131689,0.016917937,0.100764287,1.771652596,FALSE
3045,Migut.B01800.v2.0,-0.792307242,4.562970374,0.016937168,0.100764287,1.771159195,FALSE
13129,Migut.H00627.v2.0,0.518706887,7.079034103,0.016941747,0.100764287,1.771041815,FALSE
2008,Migut.B00763.v2.0,-0.756771953,4.33769612,0.016947542,0.100764287,1.77089329,FALSE
13783,Migut.H01281.v2.0,0.453999355,8.65692878,0.01695578,0.100764287,1.770682229,FALSE
24864,Migut.N01081.v2.0,0.444645263,5.773704405,0.016991461,0.100854162,1.769769276,FALSE
5979,Migut.D01399.v2.0,2.942995694,10.17753111,0.017006991,0.100854162,1.76937251,FALSE
6602,Migut.D02022.v2.0,-0.637872764,7.120861573,0.017011555,0.100854162,1.769255997,FALSE
4680,Migut.D00100.v2.0,0.654784259,5.389175478,0.017012678,0.100854162,1.769227323,FALSE
6152,Migut.D01572.v2.0,-0.963063696,5.183437615,0.017026475,0.100868081,1.768875247,FALSE
6575,Migut.D01995.v2.0,0.558588927,8.378499189,0.017035916,0.100868081,1.768634512,FALSE
21431,Migut.L01742.v2.0,0.808865244,5.578746889,0.017112475,0.101223921,1.766687172,FALSE
26427,Migut.N02644.v2.0,-0.66848648,4.922347751,0.01711792,0.101223921,1.766549015,FALSE
913,Migut.A00913.v2.0,0.674029724,5.773270918,0.017137605,0.101223921,1.766049878,FALSE
20896,Migut.L01207.v2.0,-0.583666161,6.267278782,0.017137943,0.101223921,1.766041318,FALSE
27146,Migut.N03363.v2.0,-0.522312316,6.691997822,0.0171904,0.101460257,1.764714029,FALSE
10027,Migut.F01019.v2.0,0.48399778,8.866058651,0.017201388,0.101460257,1.764436499,FALSE
24074,Migut.N00291.v2.0,-0.819177504,5.141308082,0.017209475,0.101460257,1.764232375,FALSE
23480,Migut.M01736.v2.0,-0.526448667,4.705466639,0.017256222,0.101673787,1.763054278,FALSE
7572,Migut.E00393.v2.0,-0.904878072,4.171517826,0.017269837,0.101691964,1.76271175,FALSE
26725,Migut.N02942.v2.0,0.521302407,4.571527206,0.017435195,0.10255827,1.758573179,FALSE
16094,Migut.I01033.v2.0,-0.48643968,5.381734634,0.017438198,0.10255827,1.758498393,FALSE
18864,Migut.K00692.v2.0,-0.659714403,6.186601101,0.017484531,0.102768179,1.757346005,FALSE
23807,Migut.N00024.v2.0,-0.458963199,6.230364369,0.017517897,0.102901661,1.756518033,FALSE
14841,Migut.H02339.v2.0,0.869719075,5.06632412,0.017561261,0.103049268,1.755444314,FALSE
17161,Migut.J00884.v2.0,-0.560936135,7.553020024,0.017569851,0.103049268,1.755231921,FALSE
18709,Migut.K00537.v2.0,1.578865705,4.093064381,0.017575038,0.103049268,1.75510372,FALSE
26217,Migut.N02434.v2.0,-0.514150293,6.83858884,0.017674883,0.103507975,1.752643445,FALSE
107,Migut.A00107.v2.0,0.508488981,7.170047911,0.017678568,0.103507975,1.752552911,FALSE
3767,Migut.C00599.v2.0,0.601997833,5.175880183,0.017685426,0.103507975,1.752384474,FALSE
5273,Migut.D00693.v2.0,0.522310763,5.288005445,0.017711871,0.10359996,1.75173557,FALSE
15406,Migut.I00345.v2.0,-1.772287391,4.228037295,0.017744412,0.103691224,1.750938396,FALSE
7259,Migut.E00080.v2.0,1.30727726,4.51718476,0.017748948,0.103691224,1.750827376,FALSE
2723,Migut.B01478.v2.0,1.566823535,4.75958082,0.017777822,0.103753334,1.750121439,FALSE
5880,Migut.D01300.v2.0,-0.674358258,4.506228793,0.017791341,0.103753334,1.749791326,FALSE
22560,Migut.M00816.v2.0,-1.029880857,5.70575636,0.017818846,0.103753334,1.74912042,FALSE
13838,Migut.H01336.v2.0,0.539811468,6.683616778,0.017820855,0.103753334,1.749071457,FALSE
8642,Migut.E01463.v2.0,-0.557034791,5.469093581,0.017832361,0.103753334,1.74879116,FALSE
18629,Migut.K00457.v2.0,1.10579607,6.784966205,0.017839616,0.103753334,1.748614499,FALSE
2730,Migut.B01485.v2.0,0.624148203,4.590554077,0.017842182,0.103753334,1.748552039,FALSE
21060,Migut.L01371.v2.0,-0.596368846,7.866944294,0.01784553,0.103753334,1.748470538,FALSE
6881,Migut.D02301.v2.0,-0.613338521,5.399520485,0.017861138,0.103781592,1.748090883,FALSE
7670,Migut.E00491.v2.0,0.501760164,6.492646104,0.017908785,0.103995872,1.746933881,FALSE
23854,Migut.N00071.v2.0,0.493431167,4.754111827,0.017941247,0.1041101,1.746147364,FALSE
15027,Migut.H02525.v2.0,0.598114778,4.292569901,0.017950017,0.1041101,1.745935131,FALSE
26001,Migut.N02218.v2.0,0.606179561,6.710387828,0.018049387,0.104623608,1.74353754,FALSE
24583,Migut.N00800.v2.0,-0.78286445,3.92629106,0.018090483,0.104756249,1.742549835,FALSE
13735,Migut.H01233.v2.0,0.744223475,5.287721063,0.018109817,0.104756249,1.742085938,FALSE
24781,Migut.N00998.v2.0,-0.55278065,5.380105162,0.018114843,0.104756249,1.741965433,FALSE
12509,Migut.H00007.v2.0,-0.455391829,7.36586896,0.018119696,0.104756249,1.741849101,FALSE
14801,Migut.H02299.v2.0,-0.862854632,4.198206561,0.018135839,0.104756249,1.741462341,FALSE
1504,Migut.B00259.v2.0,0.832754281,4.25725023,0.018144621,0.104756249,1.741252102,FALSE
6661,Migut.D02081.v2.0,0.423192548,5.843638393,0.01815797,0.104756249,1.740932712,FALSE
7461,Migut.E00282.v2.0,-0.538331152,6.118055178,0.018159052,0.104756249,1.740906837,FALSE
12285,Migut.G01135.v2.0,0.759358711,7.435669614,0.01820238,0.104923943,1.739871831,FALSE
6411,Migut.D01831.v2.0,1.38399035,3.778294767,0.018219638,0.104923943,1.739460251,FALSE
9214,Migut.F00206.v2.0,0.408992444,8.345277972,0.01822265,0.104923943,1.739388465,FALSE
7953,Migut.E00774.v2.0,-0.616205308,4.160458567,0.018231581,0.104923943,1.739175671,FALSE
10022,Migut.F01014.v2.0,-0.611590763,7.045818334,0.018284682,0.10516687,1.737912587,FALSE
19785,Migut.L00096.v2.0,-0.458669225,6.53075521,0.018324792,0.105303931,1.736960937,FALSE
19174,Migut.K01002.v2.0,-0.727832984,6.447364671,0.018330321,0.105303931,1.736829933,FALSE
25376,Migut.N01593.v2.0,0.465792132,7.318022719,0.018373019,0.105486472,1.735819472,FALSE
9069,Migut.F00061.v2.0,0.487712854,5.809300466,0.018464284,0.105947471,1.73366752,FALSE
24260,Migut.N00477.v2.0,0.504012812,4.852544005,0.018485272,0.106004911,1.733174158,FALSE
20492,Migut.L00803.v2.0,-0.404704231,5.162672671,0.018512518,0.106098153,1.732534501,FALSE
19106,Migut.K00934.v2.0,-1.240754028,3.981884465,0.018586018,0.106446923,1.730813651,FALSE
11520,Migut.G00370.v2.0,-0.648618185,5.3290835,0.018595419,0.106446923,1.730594038,FALSE
10173,Migut.F01165.v2.0,0.51863229,5.082065701,0.018642043,0.10646186,1.729506487,FALSE
802,Migut.A00802.v2.0,-0.53212798,5.695309257,0.018644594,0.10646186,1.72944707,FALSE
4781,Migut.D00201.v2.0,0.59324487,5.004411878,0.018647732,0.10646186,1.729373969,FALSE
25306,Migut.N01523.v2.0,-0.666243665,7.600353331,0.018649019,0.10646186,1.729344,FALSE
13503,Migut.H01001.v2.0,-0.479293143,5.929446975,0.01865315,0.10646186,1.729247822,FALSE
25972,Migut.N02189.v2.0,-0.572092569,4.004771714,0.018671047,0.106501062,1.728831335,FALSE
14979,Migut.H02477.v2.0,-0.898535057,5.820092211,0.018819978,0.107287208,1.725380883,FALSE
22941,Migut.M01197.v2.0,0.483176478,6.417554394,0.018840373,0.107290913,1.724910497,FALSE
22551,Migut.M00807.v2.0,1.06970515,3.952835036,0.018842849,0.107290913,1.724853442,FALSE
15539,Migut.I00478.v2.0,-0.619447982,5.761111706,0.018929384,0.107720132,1.722863512,FALSE
3154,Migut.B01909.v2.0,0.431433359,4.802816063,0.018958718,0.107733527,1.722191022,FALSE
22661,Migut.M00917.v2.0,0.537511771,6.174311981,0.018964197,0.107733527,1.722065542,FALSE
3901,Migut.C00733.v2.0,-0.797378119,4.525291271,0.018970834,0.107733527,1.721913569,FALSE
13759,Migut.H01257.v2.0,-0.655582807,5.184938353,0.018976362,0.107733527,1.721787039,FALSE
10526,Migut.F01518.v2.0,-0.512158837,4.685352253,0.018997224,0.107788595,1.721309867,FALSE
10152,Migut.F01144.v2.0,-0.562599122,5.455374596,0.019043676,0.107988714,1.720249214,FALSE
20385,Migut.L00696.v2.0,0.671936247,5.360175316,0.019101448,0.10825275,1.718933703,FALSE
19461,Migut.K01289.v2.0,0.510952388,4.970175743,0.019117812,0.108281943,1.718561807,FALSE
5627,Migut.D01047.v2.0,0.400499241,6.736436313,0.019139061,0.108338752,1.718079375,FALSE
8374,Migut.E01195.v2.0,-0.670017424,5.932988471,0.019185217,0.108531936,1.717033293,FALSE
27317,Migut.O00158.v2.0,2.113705114,5.446106231,0.019195666,0.108531936,1.716796816,FALSE
8397,Migut.E01218.v2.0,0.62149502,4.640202986,0.019212592,0.108546191,1.716414032,FALSE
1470,Migut.B00225.v2.0,0.879570177,6.600164103,0.019230923,0.108546191,1.715999872,FALSE
24485,Migut.N00702.v2.0,1.207384492,5.774695373,0.019239651,0.108546191,1.715802811,FALSE
23407,Migut.M01663.v2.0,0.957412866,5.524437663,0.019243148,0.108546191,1.715723885,FALSE
27451,Migut.O00292.v2.0,-0.537452549,6.030963831,0.019257282,0.108562507,1.715405005,FALSE
15172,Migut.I00111.v2.0,-0.59320567,4.535440637,0.019273776,0.108592098,1.715033189,FALSE
3505,Migut.C00337.v2.0,-1.894950399,3.420201983,0.019338288,0.108857408,1.713581965,FALSE
16242,Migut.I01181.v2.0,1.826811989,5.24096872,0.01934341,0.108857408,1.713466961,FALSE
10918,Migut.F01910.v2.0,-0.721311093,5.825304217,0.019374845,0.108970808,1.712761765,FALSE
7451,Migut.E00272.v2.0,-0.585536226,4.953184415,0.019443568,0.109252102,1.711224043,FALSE
4179,Migut.C01011.v2.0,0.824234335,5.702473977,0.019447485,0.109252102,1.711136552,FALSE
17115,Migut.J00838.v2.0,0.519656093,4.737527846,0.019475607,0.109346473,1.710509005,FALSE
24022,Migut.N00239.v2.0,-0.617879184,5.926483876,0.019487518,0.109349773,1.710243475,FALSE
23781,Migut.M02037.v2.0,-0.536860104,7.748089134,0.019534401,0.109503252,1.709199911,FALSE
20942,Migut.L01253.v2.0,-0.438137241,7.031589264,0.019537548,0.109503252,1.709129938,FALSE
16350,Migut.J00073.v2.0,-0.459886418,6.784031936,0.019581983,0.109688638,1.708143324,FALSE
14071,Migut.H01569.v2.0,1.509218167,4.649660845,0.019605427,0.109756295,1.707623695,FALSE
17273,Migut.J00996.v2.0,-0.92020232,4.149417315,0.019617451,0.109759977,1.707357431,FALSE
25146,Migut.N01363.v2.0,-0.509126601,7.713045867,0.019675831,0.109978072,1.706066913,FALSE
26170,Migut.N02387.v2.0,0.856028911,5.29976537,0.019679208,0.109978072,1.705992392,FALSE
2192,Migut.B00947.v2.0,-0.536713232,6.028561368,0.019697583,0.110017094,1.705587069,FALSE
25082,Migut.N01299.v2.0,0.894256366,10.29821598,0.01973181,0.11014456,1.704833074,FALSE
18987,Migut.K00815.v2.0,2.025680799,7.246731864,0.01980617,0.110495775,1.703199492,FALSE
19627,Migut.K01455.v2.0,0.431918012,5.924290185,0.019831284,0.110572003,1.702649169,FALSE
15178,Migut.I00117.v2.0,-0.506623959,5.119968189,0.019981127,0.111295375,1.699380022,FALSE
12324,Migut.G01174.v2.0,-0.662572728,6.27341117,0.019984072,0.111295375,1.69931602,FALSE
21731,Migut.L02042.v2.0,1.655471904,6.735652585,0.02000296,0.111336363,1.698905723,FALSE
9169,Migut.F00161.v2.0,-0.489114784,5.205198396,0.020027641,0.111398462,1.698370196,FALSE
17865,Migut.J01588.v2.0,1.259671815,6.014540813,0.020037188,0.111398462,1.698163217,FALSE
14488,Migut.H01986.v2.0,-0.579437063,4.096214853,0.020089337,0.111624123,1.697034398,FALSE
7606,Migut.E00427.v2.0,-0.855224925,5.738638037,0.020132232,0.111798142,1.696108065,FALSE
26224,Migut.N02441.v2.0,0.690392257,5.995657173,0.020349096,0.112924751,1.691454873,FALSE
407,Migut.A00407.v2.0,0.779489191,4.610040572,0.020358495,0.112924751,1.69125432,FALSE
11010,Migut.F02002.v2.0,-0.634680957,4.489653241,0.020460962,0.113427965,1.689073942,FALSE
10775,Migut.F01767.v2.0,-0.509411216,6.12783617,0.020494072,0.11344652,1.688371749,FALSE
20119,Migut.L00430.v2.0,0.430248978,6.133362617,0.020500106,0.11344652,1.688243883,FALSE
10928,Migut.F01920.v2.0,-0.568045341,6.470132494,0.020500352,0.11344652,1.68823869,FALSE
19617,Migut.K01445.v2.0,-0.502538476,4.388705543,0.0205113,0.11344652,1.688006814,FALSE
25470,Migut.N01687.v2.0,-0.445248146,4.608061131,0.020583427,0.113780282,1.686482319,FALSE
25991,Migut.N02208.v2.0,0.564555969,6.397824844,0.020601632,0.113815767,1.686098374,FALSE
20973,Migut.L01284.v2.0,0.905153517,3.961278393,0.020633377,0.113925969,1.68542969,FALSE
13338,Migut.H00836.v2.0,-1.21800618,4.587758465,0.020667007,0.114046448,1.684722419,FALSE
2666,Migut.B01421.v2.0,0.968589732,4.530825915,0.020729183,0.114324224,1.683417822,FALSE
606,Migut.A00606.v2.0,0.486615235,5.101646802,0.020769366,0.114480463,1.682576751,FALSE
27042,Migut.N03259.v2.0,-0.477581356,5.387257328,0.020868882,0.114963371,1.680500825,FALSE
23559,Migut.M01815.v2.0,0.463766968,7.311554872,0.020884102,0.114981627,1.680184194,FALSE
7792,Migut.E00613.v2.0,-0.50680052,6.317372222,0.02091217,0.115070555,1.679600904,FALSE
60,Migut.A00060.v2.0,0.802116404,4.08206449,0.020954468,0.11517417,1.678723363,FALSE
26047,Migut.N02264.v2.0,0.615602341,4.667046186,0.020954853,0.11517417,1.678715379,FALSE
12931,Migut.H00429.v2.0,-0.510389929,5.040157969,0.020973692,0.115212143,1.678325105,FALSE
16681,Migut.J00404.v2.0,-0.523848653,5.921701936,0.020989879,0.115223804,1.67799006,FALSE
21952,Migut.M00208.v2.0,-0.514864435,4.227219807,0.020999679,0.115223804,1.677787353,FALSE
25344,Migut.N01561.v2.0,-0.6607122,6.496994463,0.021124807,0.115844555,1.675207249,FALSE
13131,Migut.H00629.v2.0,-1.037420478,6.699401375,0.021146504,0.115897724,1.674761422,FALSE
11674,Migut.G00524.v2.0,1.40280977,5.620582015,0.021164685,0.115931572,1.674388194,FALSE
