,genes,logFC,logCPM,PValue,FDR,log10p,sig
5339,Migut.D00759.v2.0,-0.03810299,5.553617764,0.896784541,0.955139331,0.047311887,FALSE
16875,Migut.J00598.v2.0,-0.030741362,6.209638441,0.89721901,0.955410073,0.047101533,FALSE
19913,Migut.L00224.v2.0,-0.097950402,5.41981556,0.897278754,0.955410073,0.047072616,FALSE
22257,Migut.M00513.v2.0,-0.034289514,5.857437693,0.897335545,0.955410073,0.047045129,FALSE
20089,Migut.L00400.v2.0,-0.040866913,4.988384228,0.898360656,0.956396081,0.046549276,FALSE
18855,Migut.K00683.v2.0,-0.036421326,5.709990022,0.898496956,0.956435748,0.04648339,FALSE
21508,Migut.L01819.v2.0,0.041354032,4.46987338,0.898669802,0.956514304,0.046399852,FALSE
10423,Migut.F01415.v2.0,-0.077876196,6.929051115,0.898924455,0.956523014,0.046276804,FALSE
8723,Migut.E01544.v2.0,-0.019830659,4.498290335,0.89901331,0.956523014,0.046233878,FALSE
18242,Migut.K00070.v2.0,-0.051087857,4.887988267,0.899022094,0.956523014,0.046229635,FALSE
26941,Migut.N03158.v2.0,-0.024506019,4.336102747,0.899074185,0.956523014,0.046204472,FALSE
10466,Migut.F01458.v2.0,0.026922528,5.593456608,0.899283503,0.956585177,0.046103374,FALSE
10928,Migut.F01920.v2.0,0.041746601,6.470132494,0.899330726,0.956585177,0.046080568,FALSE
17139,Migut.J00862.v2.0,0.011791261,4.62984927,0.899541709,0.956704216,0.045978695,FALSE
2202,Migut.B00957.v2.0,-0.032245167,6.221105753,0.899661167,0.956725899,0.045921025,FALSE
20000,Migut.L00311.v2.0,-0.02817428,6.712275119,0.900263804,0.957229633,0.045630211,FALSE
9145,Migut.F00137.v2.0,-0.043035047,4.166482896,0.900333101,0.957229633,0.045596783,FALSE
527,Migut.A00527.v2.0,-0.054300473,9.681144474,0.900628749,0.957438554,0.045454194,FALSE
13991,Migut.H01489.v2.0,0.022696047,6.469682853,0.900796988,0.957442859,0.045373075,FALSE
7504,Migut.E00325.v2.0,0.060183318,5.231949801,0.900831088,0.957442859,0.045356634,FALSE
23897,Migut.N00114.v2.0,-0.072889531,5.240244197,0.90112798,0.95765301,0.045213525,FALSE
4421,Migut.C01253.v2.0,-0.003783877,4.548982294,0.901712964,0.957992471,0.044931686,FALSE
26729,Migut.N02946.v2.0,0.045442086,5.456390669,0.901730525,0.957992471,0.044923229,FALSE
16337,Migut.J00060.v2.0,-0.047380963,5.392348369,0.90174501,0.957992471,0.044916252,FALSE
