,genes,logFC,logCPM,PValue,FDR,log10p,sig
7627,Migut.E00448.v2.0,0.415774292,5.221143576,0.122605255,0.35472145,0.911490915,FALSE
5790,Migut.D01210.v2.0,-0.327130937,6.071458396,0.122630572,0.35472145,0.911401247,FALSE
16749,Migut.J00472.v2.0,0.561004617,4.946399097,0.122707671,0.35472145,0.911128287,FALSE
21891,Migut.M00147.v2.0,-0.397753343,6.33272062,0.122716629,0.35472145,0.911096582,FALSE
10724,Migut.F01716.v2.0,0.44192688,4.73359731,0.122736218,0.35472145,0.911027264,FALSE
3144,Migut.B01899.v2.0,0.610764038,4.472193779,0.122781906,0.35472145,0.910865629,FALSE
18922,Migut.K00750.v2.0,-1.466218257,4.505789683,0.122795258,0.35472145,0.910818403,FALSE
2942,Migut.B01697.v2.0,-0.437536805,4.288338048,0.12321556,0.355829146,0.909334445,FALSE
23714,Migut.M01970.v2.0,0.389397891,4.810487158,0.123351943,0.35599122,0.908854004,FALSE
11744,Migut.G00594.v2.0,0.499404122,6.513623645,0.123375726,0.35599122,0.90877028,FALSE
24106,Migut.N00323.v2.0,-0.62917357,4.319277481,0.123421771,0.35599122,0.908608226,FALSE
6915,Migut.D02335.v2.0,0.637019428,5.641920378,0.123445639,0.35599122,0.90852425,FALSE
6406,Migut.D01826.v2.0,0.812722142,4.093677822,0.123456,0.35599122,0.908487797,FALSE
8474,Migut.E01295.v2.0,0.34972075,5.673151104,0.123548241,0.356150854,0.908163434,FALSE
10520,Migut.F01512.v2.0,0.44011145,6.973645936,0.123591944,0.356170517,0.908009836,FALSE
23755,Migut.M02011.v2.0,0.597102473,4.249777456,0.123634124,0.356185779,0.907861645,FALSE
2751,Migut.B01506.v2.0,-0.764752177,4.762059737,0.123700638,0.35627112,0.907628059,FALSE
13466,Migut.H00964.v2.0,-0.543326332,8.593837877,0.123779566,0.356306589,0.907351044,FALSE
6237,Migut.D01657.v2.0,0.427057276,4.580987944,0.123786746,0.356306589,0.907325853,FALSE
18433,Migut.K00261.v2.0,0.602900941,4.08699149,0.123836728,0.356344243,0.907150533,FALSE
1336,Migut.B00091.v2.0,0.91419945,4.299570551,0.123920469,0.356380206,0.90685695,FALSE
24997,Migut.N01214.v2.0,-0.285408131,4.468455765,0.123923033,0.356380206,0.906847965,FALSE
1980,Migut.B00735.v2.0,0.403720141,4.702559873,0.123970979,0.35641195,0.906679971,FALSE
25288,Migut.N01505.v2.0,0.356580505,5.695990181,0.124200623,0.356965899,0.905876225,FALSE
14753,Migut.H02251.v2.0,0.322324583,6.034036161,0.124336087,0.357248911,0.905402806,FALSE
12557,Migut.H00055.v2.0,0.510200041,4.358904989,0.124567375,0.357807001,0.904595688,FALSE
8422,Migut.E01243.v2.0,-0.367661013,7.51539599,0.124777017,0.358299917,0.903865402,FALSE
19763,Migut.L00074.v2.0,-0.439525242,5.494342149,0.124822968,0.358299917,0.903705495,FALSE
8120,Migut.E00941.v2.0,0.755872487,4.824599573,0.124882605,0.358299917,0.903498051,FALSE
7495,Migut.E00316.v2.0,-0.463235741,4.261053241,0.12488739,0.358299917,0.903481412,FALSE
1461,Migut.B00216.v2.0,0.287926537,8.147205284,0.124966223,0.358348938,0.903207356,FALSE
20893,Migut.L01204.v2.0,-0.746567993,4.643795951,0.124978691,0.358348938,0.903164027,FALSE
10448,Migut.F01440.v2.0,-0.761414823,4.005656351,0.125069764,0.358409465,0.902847668,FALSE
8415,Migut.E01236.v2.0,-0.350769937,7.412321319,0.125074029,0.358409465,0.90283286,FALSE
1834,Migut.B00589.v2.0,0.552228044,5.900023176,0.125219457,0.358719757,0.902328182,FALSE
26451,Migut.N02668.v2.0,0.264984973,6.950675724,0.125466118,0.35931978,0.90147354,FALSE
19124,Migut.K00952.v2.0,0.255207269,5.272731662,0.125583914,0.359550507,0.901065985,FALSE
6409,Migut.D01829.v2.0,-0.472555526,4.363277079,0.126039377,0.360659825,0.899493753,FALSE
24703,Migut.N00920.v2.0,0.679746413,4.514237621,0.126046071,0.360659825,0.899470686,FALSE
17226,Migut.J00949.v2.0,-1.432627124,5.097791228,0.126137367,0.360814146,0.899156238,FALSE
2752,Migut.B01507.v2.0,0.427694424,6.115845762,0.126188491,0.360853497,0.898980252,FALSE
5998,Migut.D01418.v2.0,-0.861126174,5.662090085,0.126328502,0.361146934,0.898498654,FALSE
7198,Migut.E00019.v2.0,0.339888856,8.009714284,0.126419372,0.361299756,0.898186372,FALSE
18093,Migut.J01816.v2.0,0.29638087,6.684287777,0.126484743,0.361379634,0.897961858,FALSE
22542,Migut.M00798.v2.0,-0.254650407,7.726585187,0.126555177,0.361473926,0.897720085,FALSE
15898,Migut.I00837.v2.0,-0.415876014,7.835096762,0.126793552,0.362047703,0.896902832,FALSE
10013,Migut.F01005.v2.0,0.289675856,6.05287806,0.126883098,0.362162708,0.896596225,FALSE
3901,Migut.C00733.v2.0,-0.518212895,4.525291271,0.126928656,0.362162708,0.896440319,FALSE
27710,Migut.O00551.v2.0,0.367758017,4.433897049,0.126946336,0.362162708,0.896379829,FALSE
25016,Migut.N01233.v2.0,-0.313100934,6.302355296,0.127036067,0.362273859,0.896072962,FALSE
19023,Migut.K00851.v2.0,-0.460925726,4.861018678,0.127060325,0.362273859,0.895990037,FALSE
159,Migut.A00159.v2.0,-0.40838548,5.376617078,0.127161056,0.362454048,0.895645876,FALSE
27255,Migut.O00096.v2.0,-0.300384548,8.081735596,0.127222839,0.36252315,0.895434917,FALSE
145,Migut.A00145.v2.0,0.314123122,6.781197654,0.127419137,0.3629754,0.894765341,FALSE
1150,Migut.A01150.v2.0,-0.366949941,4.531103637,0.127491286,0.363073828,0.894519497,FALSE
8610,Migut.E01431.v2.0,0.365043584,4.410207049,0.127562161,0.363168571,0.894278131,FALSE
1781,Migut.B00536.v2.0,0.342056606,6.219316271,0.127633352,0.363226263,0.894035824,FALSE
17975,Migut.J01698.v2.0,0.387387794,5.003135158,0.127657651,0.363226263,0.893953151,FALSE
25517,Migut.N01734.v2.0,0.41177439,5.958464775,0.127804635,0.363537368,0.893453395,FALSE
3378,Migut.C00210.v2.0,-0.333591642,6.205068688,0.128081424,0.364160209,0.892513854,FALSE
8748,Migut.E01569.v2.0,0.325887783,7.051442973,0.128099019,0.364160209,0.892454195,FALSE
21640,Migut.L01951.v2.0,0.454902558,6.968651402,0.128161777,0.364231396,0.892241479,FALSE
383,Migut.A00383.v2.0,-0.309944691,5.968253805,0.128277739,0.364453701,0.891848702,FALSE
22970,Migut.M01226.v2.0,-0.400246432,4.541261685,0.128931106,0.366202262,0.889642292,FALSE
1912,Migut.B00667.v2.0,0.686557162,4.423114258,0.12916859,0.366709266,0.888843081,FALSE
11202,Migut.G00052.v2.0,0.329283128,7.624096424,0.129289071,0.366709266,0.888438185,FALSE
10312,Migut.F01304.v2.0,-0.565133458,4.136262392,0.129296613,0.366709266,0.888412853,FALSE
23624,Migut.M01880.v2.0,0.349300979,8.588106022,0.129322582,0.366709266,0.888325631,FALSE
27664,Migut.O00505.v2.0,-0.387154716,4.311551419,0.129331643,0.366709266,0.888295206,FALSE
7617,Migut.E00438.v2.0,0.424281584,7.171153618,0.129337451,0.366709266,0.888275703,FALSE
5309,Migut.D00729.v2.0,0.399212054,5.413782574,0.129533013,0.367155944,0.887619534,FALSE
19612,Migut.K01440.v2.0,0.425477119,4.486415757,0.129694792,0.367506634,0.887077462,FALSE
24706,Migut.N00923.v2.0,0.508390699,5.448903659,0.129862356,0.367873502,0.886516724,FALSE
4759,Migut.D00179.v2.0,-0.32039317,5.430024453,0.129982422,0.36799191,0.886115376,FALSE
11189,Migut.G00039.v2.0,-0.395008384,5.432437912,0.13009783,0.36799191,0.885729948,FALSE
3140,Migut.B01895.v2.0,0.334155718,6.087979696,0.130100187,0.36799191,0.885722078,FALSE
14993,Migut.H02491.v2.0,-0.558899225,4.531857822,0.130144465,0.36799191,0.885574296,FALSE
20551,Migut.L00862.v2.0,0.425405416,5.907498927,0.130169879,0.36799191,0.885489499,FALSE
